miRNA;Target
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;PIK3R1
hsa-miR-221-3p;MMP2
hsa-miR-221-3p;ADAM1A
hsa-miR-221-3p;STAT5A
hsa-miR-221-3p;MGMT
hsa-miR-221-3p;SOCS3
hsa-miR-221-3p;SOCS1
hsa-miR-221-3p;RAD51
hsa-miR-221-3p;ABLIM1
hsa-miR-221-3p;OIP5
hsa-miR-221-3p;CIAPIN1
hsa-miR-221-3p;SLC19A3
hsa-miR-221-3p;UBN2
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;DYRK3
hsa-miR-221-3p;DDX6
hsa-miR-221-3p;C5orf51
hsa-miR-221-3p;ARL6IP1
hsa-miR-221-3p;TRAT1
hsa-miR-221-3p;FAM84A
hsa-miR-221-3p;PPP1R14C
hsa-miR-221-3p;OBFC1
hsa-miR-221-3p;STMN1
hsa-miR-221-3p;PGPEP1
hsa-miR-221-3p;MKKS
hsa-miR-221-3p;EXO5
hsa-miR-221-3p;ZBTB5
hsa-miR-221-3p;ZBTB37
hsa-miR-221-3p;VANGL1
hsa-miR-221-3p;SLC25A36
hsa-miR-221-3p;GALNT3
hsa-miR-221-3p;COG5
hsa-miR-221-3p;FICD
hsa-miR-221-3p;RNPS1
hsa-miR-221-3p;PPP6C
hsa-miR-221-3p;C19orf12
hsa-miR-221-3p;ZFP30
hsa-miR-221-3p;SNX4
hsa-miR-221-3p;CHORDC1
hsa-miR-221-3p;AGO2
hsa-miR-221-3p;CDK6
hsa-miR-221-3p;AKT3
hsa-miR-221-3p;TMCC1
hsa-miR-221-3p;CPSF6
hsa-miR-221-3p;CDC27
hsa-miR-221-3p;LYN
hsa-miR-221-3p;ZNF805
hsa-miR-221-3p;SRSF2
hsa-miR-221-3p;PNRC2
hsa-miR-221-3p;EXOC8
hsa-miR-221-3p;PRPS1L1
hsa-miR-221-3p;RBMS2
hsa-miR-221-3p;SERPINH1
hsa-miR-221-3p;ZFP1
hsa-miR-221-3p;SLC10A7
hsa-miR-221-3p;DERL2
hsa-miR-221-3p;FBXL18
hsa-miR-221-3p;TMEM2
hsa-miR-221-3p;BRWD1
hsa-miR-221-3p;ZNF236
hsa-miR-221-3p;SMC2
hsa-miR-221-3p;ARF4
hsa-miR-221-3p;CXCL12
hsa-miR-221-3p;ADAMTS6
hsa-miR-221-3p;SMC2
hsa-miR-221-3p;ZNF236
hsa-miR-221-3p;CHORDC1
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;BRWD1
hsa-miR-221-3p;MIDN
hsa-miR-221-3p;TMEM2
hsa-miR-221-3p;FBXL18
hsa-miR-221-3p;SLC10A7
hsa-miR-221-3p;ZFP1
hsa-miR-221-3p;DERL2
hsa-miR-221-3p;SLC10A7
hsa-miR-221-3p;ZFP1
hsa-miR-221-3p;SERPINH1
hsa-miR-221-3p;RBMS2
hsa-miR-221-3p;BCL2L11
hsa-miR-221-3p;CDKN1B
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;MIDN
hsa-miR-221-3p;MYLIP
hsa-miR-221-3p;STMN1
hsa-miR-221-3p;TFAP2A
hsa-miR-221-3p;UBE2N
hsa-miR-221-3p;TSPAN13
hsa-miR-221-3p;DDX6
hsa-miR-221-3p;MAT2A
hsa-miR-221-3p;PRPS1L1
hsa-miR-221-3p;ZFP30
hsa-miR-221-3p;ZNF805
hsa-miR-221-3p;BCL2L11
hsa-miR-221-3p;CDC27
hsa-miR-221-3p;CPSF6
hsa-miR-221-3p;EXOC8
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;MAT2A
hsa-miR-221-3p;MIDN
hsa-miR-221-3p;MYLIP
hsa-miR-221-3p;PAIP2
hsa-miR-221-3p;PNRC2
hsa-miR-221-3p;RNPS1
hsa-miR-221-3p;SRSF2
hsa-miR-221-3p;STMN1
hsa-miR-221-3p;ZNF805
hsa-miR-221-3p;FAM35A
hsa-miR-221-3p;CSTF2T
hsa-miR-221-3p;LYN
hsa-miR-221-3p;BCL2L11
hsa-miR-221-3p;CDC27
hsa-miR-221-3p;CPSF6
hsa-miR-221-3p;MYLIP
hsa-miR-221-3p;TMCC1
hsa-miR-221-3p;UBN2
hsa-miR-221-3p;FAM35A
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;AKT3
hsa-miR-221-3p;CDK6
hsa-miR-221-3p;CDKN1B
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;MIDN
hsa-miR-221-3p;MYLIP
hsa-miR-221-3p;FAM35A
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;AGO2
hsa-miR-221-3p;ARHGAP42
hsa-miR-221-3p;CHORDC1
hsa-miR-221-3p;FICD
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;PAFAH1B2
hsa-miR-221-3p;PTBP3
hsa-miR-221-3p;RNPS1
hsa-miR-221-3p;SNX4
hsa-miR-221-3p;ZFP30
hsa-miR-221-3p;OBFC1
hsa-miR-221-3p;EXO5
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;C19orf12
hsa-miR-221-3p;CDKN1B
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;MAT2A
hsa-miR-221-3p;PDIK1L
hsa-miR-221-3p;PPP6C
hsa-miR-221-3p;RNPS1
hsa-miR-221-3p;ZNF275
hsa-miR-221-3p;TSPAN13
hsa-miR-221-3p;CSTF2T
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;FICD
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;CDKN1B
hsa-miR-221-3p;COG5
hsa-miR-221-3p;DDX6
hsa-miR-221-3p;GALNT3
hsa-miR-221-3p;HMBOX1
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;MAT2A
hsa-miR-221-3p;PPP1R14C
hsa-miR-221-3p;SLC25A36
hsa-miR-221-3p;VANGL1
hsa-miR-221-3p;ZBTB37
hsa-miR-221-3p;ZBTB5
hsa-miR-221-3p;EXO5
hsa-miR-221-3p;MKKS
hsa-miR-221-3p;PQLC2L
hsa-miR-221-3p;PGPEP1
hsa-miR-221-3p;MYLIP
hsa-miR-221-3p;STMN1
hsa-miR-221-3p;OBFC1
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;CDKN1B
hsa-miR-221-3p;PPP1R14C
hsa-miR-221-3p;BCL2L11
hsa-miR-221-3p;ARHGAP42
hsa-miR-221-3p;ZNF652
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;ABLIM1
hsa-miR-221-3p;FAM84A
hsa-miR-221-3p;OIP5
hsa-miR-221-3p;ABLIM1
hsa-miR-221-3p;TRAT1
hsa-miR-221-3p;TRAT1
hsa-miR-221-3p;OIP5
hsa-miR-221-3p;ABLIM1
hsa-miR-221-3p;MDM2
hsa-miR-221-3p;ARL6IP1
hsa-miR-221-3p;C5orf51
hsa-miR-221-3p;CDKN1B
hsa-miR-221-3p;DDX6
hsa-miR-221-3p;DYRK3
hsa-miR-221-3p;FOS
hsa-miR-221-3p;KPNA2
hsa-miR-221-3p;MAT2A
hsa-miR-221-3p;UBN2
hsa-miR-221-3p;SLC19A3
hsa-miR-221-3p;CIAPIN1
hsa-miR-221-3p;OIP5
hsa-miR-221-3p;ABLIM1
hsa-miR-221-3p;OIP5
hsa-miR-221-3p;ABLIM1
hsa-miR-130a-3p;HOXA5
hsa-miR-130a-3p;MAFB
hsa-miR-130a-3p;ATG2B
hsa-miR-130a-3p;TAC1
hsa-miR-130a-3p;ATXN1
hsa-miR-130a-3p;APP
hsa-miR-130a-3p;MEOX2
hsa-miR-130a-3p;CSF1
hsa-miR-130a-3p;HOXA10
hsa-miR-130a-3p;KLF4
hsa-miR-130a-3p;PPARG
hsa-miR-130a-3p;ESR1
hsa-miR-130a-3p;DICER1
hsa-miR-130a-3p;IFITM1
hsa-miR-130a-3p;RUNX3
hsa-miR-130a-3p;MET
hsa-miR-130a-3p;RAB5A
hsa-miR-130a-3p;DNM2
hsa-miR-130a-3p;LDLR
hsa-miR-130a-3p;ACVR1
hsa-miR-130a-3p;BMPR2
hsa-miR-130a-3p;SMAD5
hsa-miR-130a-3p;SMAD4
hsa-miR-130a-3p;ZFPM2
hsa-miR-130a-3p;STK38L
hsa-miR-130a-3p;CTSA
hsa-miR-130a-3p;GJA1
hsa-miR-130a-3p;TGFBR1
hsa-miR-130a-3p;WNT10A
hsa-miR-130a-3p;PDGFRA
hsa-miR-130a-3p;SOX5
hsa-miR-130a-3p;TNF
hsa-miR-130a-3p;CEP55
hsa-miR-130a-3p;PPP6R3
hsa-miR-130a-3p;OTUD3
hsa-miR-130a-3p;PPP1R15B
hsa-miR-130a-3p;MLEC
hsa-miR-130a-3p;FBXO28
hsa-miR-130a-3p;ZBTB18
hsa-miR-130a-3p;CLIC4
hsa-miR-130a-3p;RAB5B
hsa-miR-130a-3p;SLAIN1
hsa-miR-130a-3p;SMOC1
hsa-miR-130a-3p;ZFYVE9
hsa-miR-130a-3p;C16ORF70
hsa-miR-130a-3p;COX10
hsa-miR-130a-3p;NPTX1
hsa-miR-130a-3p;CCDC137
hsa-miR-130a-3p;BTBD3
hsa-miR-130a-3p;SEC23B
hsa-miR-130a-3p;NABP1
hsa-miR-130a-3p;CBY1
hsa-miR-130a-3p;MAPRE3
hsa-miR-130a-3p;MBNL1
hsa-miR-130a-3p;ARHGEF26
hsa-miR-130a-3p;USP13
hsa-miR-130a-3p;TGFBR2
hsa-miR-130a-3p;PTPRG
hsa-miR-130a-3p;UBE2D2
hsa-miR-130a-3p;ERBB2IP
hsa-miR-130a-3p;JMY
hsa-miR-130a-3p;PAPD4
hsa-miR-130a-3p;QKI
hsa-miR-130a-3p;SOX4
hsa-miR-130a-3p;ENPP4
hsa-miR-130a-3p;PNRC1
hsa-miR-130a-3p;POP7
hsa-miR-130a-3p;HBP1
hsa-miR-130a-3p;UBN2
hsa-miR-130a-3p;VPS37A
hsa-miR-130a-3p;ATP6V1B2
hsa-miR-130a-3p;RAB11FIP1
hsa-miR-130a-3p;FAM73B
hsa-miR-130a-3p;HABP4
hsa-miR-130a-3p;HPRT1
hsa-miR-130a-3p;MID1IP1
hsa-miR-130a-3p;FZD6
hsa-miR-130a-3p;MASTL
hsa-miR-130a-3p;TXNIP
hsa-miR-130a-3p;DSTYK
hsa-miR-130a-3p;CCND2
hsa-miR-130a-3p;BTF3L4
hsa-miR-130a-3p;TNRC6A
hsa-miR-130a-3p;PRNP
hsa-miR-130a-3p;LMLN
hsa-miR-130a-3p;MSMO1
hsa-miR-130a-3p;SAMD8
hsa-miR-130a-3p;C11ORF57
hsa-miR-130a-3p;PAFAH1B2
hsa-miR-130a-3p;RPRD2
hsa-miR-130a-3p;TROVE2
hsa-miR-130a-3p;TMOD3
hsa-miR-130a-3p;ATMIN
hsa-miR-130a-3p;TAOK1
hsa-miR-130a-3p;CLCN3
hsa-miR-130a-3p;NUS1
hsa-miR-130a-3p;MTPN
hsa-miR-130a-3p;CCT6A
hsa-miR-130a-3p;ATP6V1C1
hsa-miR-130a-3p;DPYSL2
hsa-miR-130a-3p;NFIB
hsa-miR-130a-3p;PRRG4
hsa-miR-130a-3p;SALL3
hsa-miR-130a-3p;LCLAT1
hsa-miR-130a-3p;EDN1
hsa-miR-130a-3p;ZBTB7B
hsa-miR-130a-3p;SLC38A2
hsa-miR-130a-3p;GPRC5A
hsa-miR-130a-3p;ZNF317
hsa-miR-130a-3p;STX16
hsa-miR-130a-3p;TNRC6B
hsa-miR-130a-3p;PPP1R14C
hsa-miR-130a-3p;PLEKHF2
hsa-miR-130a-3p;CHIC1
hsa-miR-130a-3p;ZNF711
hsa-miR-130a-3p;CDADC1
hsa-miR-130a-3p;IGFBP5
hsa-miR-130a-3p;XIAP
hsa-miR-130a-3p;Acvr1
hsa-miR-130a-3p;IL18
hsa-miR-130a-3p;TGFB1
hsa-miR-130a-3p;PPARA
hsa-miR-130a-3p;WNK3
hsa-miR-130a-3p;CDK19
hsa-miR-130a-3p;UQCRB
hsa-miR-130a-3p;MRPL52
hsa-miR-130a-3p;TPP1
hsa-miR-130a-3p;TNFRSF10B
hsa-miR-130a-3p;G6PC
hsa-miR-130a-3p;ZNF800
hsa-miR-130a-3p;YY1
hsa-miR-130a-3p;RPS27A
hsa-miR-130a-3p;UBB
hsa-miR-130a-3p;THRA
hsa-miR-130a-3p;STX6
hsa-miR-130a-3p;SNTB1
hsa-miR-130a-3p;SNAPIN
hsa-miR-130a-3p;SERINC3
hsa-miR-130a-3p;RAB14
hsa-miR-130a-3p;PXK
hsa-miR-130a-3p;PPP6R1
hsa-miR-130a-3p;MAP3K9
hsa-miR-130a-3p;KIF13A
hsa-miR-130a-3p;KCTD10
hsa-miR-130a-3p;HSPA8
hsa-miR-130a-3p;GMFB
hsa-miR-130a-3p;EOGT
hsa-miR-130a-3p;ELL2
hsa-miR-130a-3p;DLG5
hsa-miR-130a-3p;CCNA2
hsa-miR-130a-3p;CAPRIN2
hsa-miR-130a-3p;BLCAP
hsa-miR-130a-3p;ARHGAP1
hsa-miR-130a-3p;ANKRD50
hsa-miR-130a-3p;ZFYVE26
hsa-miR-130a-3p;SECISBP2L
hsa-miR-130a-3p;KLF6
hsa-miR-130a-3p;FOXQ1
hsa-miR-130a-3p;CNOT4
hsa-miR-130a-3p;OSBP
hsa-miR-130a-3p;PDZD11
hsa-miR-130a-3p;PDRG1
hsa-miR-130a-3p;ZNF24
hsa-miR-130a-3p;SIK1
hsa-miR-130a-3p;MMGT1
hsa-miR-130a-3p;SNX5
hsa-miR-130a-3p;ZNF12
hsa-miR-130a-3p;KIAA1191
hsa-miR-130a-3p;ZMAT3
hsa-miR-130a-3p;ZBTB4
hsa-miR-130a-3p;TRIM37
hsa-miR-130a-3p;STARD13
hsa-miR-130a-3p;PTPN4
hsa-miR-130a-3p;POC1B-GALNT4
hsa-miR-130a-3p;NRBF2
hsa-miR-130a-3p;MAPK1
hsa-miR-130a-3p;MAP7
hsa-miR-130a-3p;GALNT4
hsa-miR-130a-3p;CLIP1
hsa-miR-130a-3p;CAMSAP2
hsa-miR-130a-3p;ZNF154
hsa-miR-130a-3p;SLC46A1
hsa-miR-130a-3p;PARP1
hsa-miR-130a-3p;ZNF417
hsa-miR-130a-3p;ATP6V0D1
hsa-miR-130a-3p;UBE2D3
hsa-miR-130a-3p;POLR1B
hsa-miR-130a-3p;PHF12
hsa-miR-130a-3p;NACC2
hsa-miR-130a-3p;MSANTD4
hsa-miR-130a-3p;LZIC
hsa-miR-130a-3p;CALM2
hsa-miR-130a-3p;ZNF354B
hsa-miR-130a-3p;SPG20
hsa-miR-130a-3p;RAN
hsa-miR-130a-3p;NIPA1
hsa-miR-130a-3p;KLHL36
hsa-miR-130a-3p;RFT1
hsa-miR-130a-3p;VPS37B
hsa-miR-130a-3p;RBM20
hsa-miR-130a-3p;GRB10
hsa-miR-130a-3p;UBBP4
hsa-miR-130a-3p;NCAPD2
hsa-miR-130a-3p;RRAGD
hsa-miR-130a-3p;PRKAA1
hsa-miR-130a-3p;PPIG
hsa-miR-130a-3p;CEP170
hsa-miR-130a-3p;CLEC12B
hsa-miR-130a-3p;HADHB
hsa-miR-130a-3p;RAG1
hsa-miR-130a-3p;PEX13
hsa-miR-130a-3p;TRIM71
hsa-miR-130a-3p;SLC12A7
hsa-miR-130a-3p;RFX7
hsa-miR-130a-3p;PIGA
hsa-miR-130a-3p;LEFTY1
hsa-miR-130a-3p;KREMEN1
hsa-miR-130a-3p;CUL3
hsa-miR-130a-3p;COX20
hsa-miR-130a-3p;ADARB2
hsa-miR-130a-3p;RBM43
hsa-miR-130a-3p;RAB34
hsa-miR-130a-3p;RPF2
hsa-miR-130a-3p;IPMK
hsa-miR-130a-3p;TRIM4
hsa-miR-130a-3p;ZNF224
hsa-miR-130a-3p;MFF
hsa-miR-130a-3p;TMEM30A
hsa-miR-130a-3p;SATB2
hsa-miR-130a-3p;RPS6KA5
hsa-miR-130a-3p;RLIM
hsa-miR-130a-3p;SFTPA1
hsa-miR-130a-3p;POGZ
hsa-miR-130a-3p;MBNL3
hsa-miR-130a-3p;ENPP5
hsa-miR-130a-3p;EGLN3
hsa-miR-130a-3p;DAPK1
hsa-miR-130a-3p;CERCAM
hsa-miR-130a-3p;CHEK2
hsa-miR-130a-3p;BRWD1
hsa-miR-130a-3p;BMP3
hsa-miR-130a-3p;ARHGAP12
hsa-miR-130a-3p;ACSL4
hsa-miR-130a-3p;ACBD5
hsa-miR-130a-3p;MAVS
hsa-miR-130a-3p;ASB16
hsa-miR-130a-3p;DAD1
hsa-miR-130a-3p;ZNF620
hsa-miR-130a-3p;ZIC5
hsa-miR-130a-3p;WIPF2
hsa-miR-130a-3p;WASL
hsa-miR-130a-3p;TSPAN3
hsa-miR-130a-3p;TRPC3
hsa-miR-130a-3p;TCF7L2
hsa-miR-130a-3p;SUN2
hsa-miR-130a-3p;RDH11
hsa-miR-130a-3p;PURG
hsa-miR-130a-3p;PRUNE2
hsa-miR-130a-3p;MCC
hsa-miR-130a-3p;MB21D2
hsa-miR-130a-3p;LIPA
hsa-miR-130a-3p;IER3IP1
hsa-miR-130a-3p;HOXD11
hsa-miR-130a-3p;HOXB3
hsa-miR-130a-3p;GNPTAB
hsa-miR-130a-3p;DYNC1LI2
hsa-miR-130a-3p;DEPDC1
hsa-miR-130a-3p;CFL2
hsa-miR-130a-3p;AKIRIN2
hsa-miR-130a-3p;KLHL21
hsa-miR-130a-3p;ZNF107
hsa-miR-130a-3p;CDK2AP2
hsa-miR-130a-3p;ZNF678
hsa-miR-130a-3p;RNF11
hsa-miR-130a-3p;RACGAP1
hsa-miR-130a-3p;MYLIP
hsa-miR-130a-3p;KCNB1
hsa-miR-130a-3p;FGFR1OP
hsa-miR-130a-3p;DLC1
hsa-miR-130a-3p;DCUN1D3
hsa-miR-130a-3p;SRSF2
hsa-miR-130a-3p;ABCD2
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;ODF4
hsa-miR-130a-3p;NAA50
hsa-miR-130a-3p;FIG4
hsa-miR-130a-3p;SF3A1
hsa-miR-130a-3p;CYB5D1
hsa-miR-130a-3p;F2RL1
hsa-miR-130a-3p;CINP
hsa-miR-130a-3p;ADM2
hsa-miR-130a-3p;RFC2
hsa-miR-130a-3p;WDR31
hsa-miR-130a-3p;GPR82
hsa-miR-130a-3p;NOM1
hsa-miR-130a-3p;POLR2D
hsa-miR-130a-3p;NARS
hsa-miR-130a-3p;TERF2
hsa-miR-130a-3p;NIP7
hsa-miR-130a-3p;ZBTB8A
hsa-miR-130a-3p;SMTNL2
hsa-miR-130a-3p;PSMB5
hsa-miR-130a-3p;NKAP
hsa-miR-130a-3p;CYP20A1
hsa-miR-130a-3p;ATF7IP
hsa-miR-130a-3p;RPS15A
hsa-miR-130a-3p;PDP2
hsa-miR-130a-3p;DUSP18
hsa-miR-130a-3p;CXorf21
hsa-miR-130a-3p;MYH11
hsa-miR-130a-3p;PLA2G12A
hsa-miR-130a-3p;CDK4
hsa-miR-130a-3p;ROMO1
hsa-miR-130a-3p;LILRA2
hsa-miR-130a-3p;USP32
hsa-miR-130a-3p;PTGR2
hsa-miR-130a-3p;SLC35E3
hsa-miR-130a-3p;TMCO1
hsa-miR-130a-3p;SLC35E2B
hsa-miR-130a-3p;ACP6
hsa-miR-130a-3p;FAM217B
hsa-miR-130a-3p;IL23R
hsa-miR-130a-3p;PIGG
hsa-miR-130a-3p;RBM27
hsa-miR-130a-3p;AGO3
hsa-miR-130a-3p;S1PR2
hsa-miR-130a-3p;ARL17B
hsa-miR-130a-3p;OMD
hsa-miR-130a-3p;MED18
hsa-miR-130a-3p;CCR6
hsa-miR-130a-3p;C16orf45
hsa-miR-130a-3p;SSTR2
hsa-miR-130a-3p;SLC31A1
hsa-miR-130a-3p;RBM23
hsa-miR-130a-3p;NFE2L1
hsa-miR-130a-3p;KDELR1
hsa-miR-130a-3p;C4orf36
hsa-miR-130a-3p;FLYWCH2
hsa-miR-130a-3p;SLC38A9
hsa-miR-130a-3p;PLEKHS1
hsa-miR-130a-3p;GP2
hsa-miR-130a-3p;IRF1
hsa-miR-130a-3p;ANKRD9
hsa-miR-130a-3p;FAM120AOS
hsa-miR-130a-3p;PRR23A
hsa-miR-130a-3p;SNTB2
hsa-miR-130a-3p;ZNF431
hsa-miR-130a-3p;PRPF4
hsa-miR-130a-3p;ZNF529
hsa-miR-130a-3p;TMEM2
hsa-miR-130a-3p;RUNDC1
hsa-miR-130a-3p;JARID2
hsa-miR-130a-3p;BTG1
hsa-miR-130a-3p;THAP6
hsa-miR-130a-3p;MOCS2
hsa-miR-130a-3p;C3orf18
hsa-miR-130a-3p;KBTBD6
hsa-miR-130a-3p;CDCA4
hsa-miR-130a-3p;IFNLR1
hsa-miR-130a-3p;RFXAP
hsa-miR-130a-3p;KLRD1
hsa-miR-130a-3p;MED8
hsa-miR-130a-3p;IGF2R
hsa-miR-130a-3p;TMTC1
hsa-miR-130a-3p;DTX4
hsa-miR-130a-3p;FKTN
hsa-miR-130a-3p;RNF125
hsa-miR-130a-3p;FAM114A1
hsa-miR-130a-3p;CHERP
hsa-miR-130a-3p;MYC
hsa-miR-130a-3p;PTEN
hsa-miR-130a-3p;DICER1
hsa-miR-130a-3p;RFXAP
hsa-miR-130a-3p;IFNLR1
hsa-miR-130a-3p;CDCA4
hsa-miR-130a-3p;FAM114A1
hsa-miR-130a-3p;KBTBD6
hsa-miR-130a-3p;MOCS2
hsa-miR-130a-3p;CHERP
hsa-miR-130a-3p;RFXAP
hsa-miR-130a-3p;RAG1
hsa-miR-130a-3p;CDCA4
hsa-miR-130a-3p;FAM114A1
hsa-miR-130a-3p;KBTBD6
hsa-miR-130a-3p;DICER1
hsa-miR-130a-3p;RNF125
hsa-miR-130a-3p;FKTN
hsa-miR-130a-3p;DTX4
hsa-miR-130a-3p;RFXAP
hsa-miR-130a-3p;TMTC1
hsa-miR-130a-3p;CDCA4
hsa-miR-130a-3p;IGF2R
hsa-miR-130a-3p;MED8
hsa-miR-130a-3p;KBTBD6
hsa-miR-130a-3p;KLRD1
hsa-miR-130a-3p;C3orf18
hsa-miR-130a-3p;MOCS2
hsa-miR-130a-3p;DICER1
hsa-miR-130a-3p;RFXAP
hsa-miR-130a-3p;IFNLR1
hsa-miR-130a-3p;CDCA4
hsa-miR-130a-3p;KBTBD6
hsa-miR-130a-3p;C3orf18
hsa-miR-130a-3p;MOCS2
hsa-miR-130a-3p;ACSL4
hsa-miR-130a-3p;BLCAP
hsa-miR-130a-3p;BTBD3
hsa-miR-130a-3p;CALM2
hsa-miR-130a-3p;MID1IP1
hsa-miR-130a-3p;NABP1
hsa-miR-130a-3p;PRKAA1
hsa-miR-130a-3p;PXK
hsa-miR-130a-3p;RAN
hsa-miR-130a-3p;RPS27A
hsa-miR-130a-3p;POP7
hsa-miR-130a-3p;KLHL21
hsa-miR-130a-3p;ZNF154
hsa-miR-130a-3p;THAP6
hsa-miR-130a-3p;ZNF529
hsa-miR-130a-3p;BRWD1
hsa-miR-130a-3p;BTG1
hsa-miR-130a-3p;JARID2
hsa-miR-130a-3p;RUNDC1
hsa-miR-130a-3p;TMEM2
hsa-miR-130a-3p;ZNF529
hsa-miR-130a-3p;PLEKHS1
hsa-miR-130a-3p;PRPF4
hsa-miR-130a-3p;ZNF354B
hsa-miR-130a-3p;ZNF354B
hsa-miR-130a-3p;GP2
hsa-miR-130a-3p;PLA2G12A
hsa-miR-130a-3p;ZNF431
hsa-miR-130a-3p;SNTB2
hsa-miR-130a-3p;PRR23A
hsa-miR-130a-3p;FAM120AOS
hsa-miR-130a-3p;ANKRD9
hsa-miR-130a-3p;IRF1
hsa-miR-130a-3p;POLR2D
hsa-miR-130a-3p;GP2
hsa-miR-130a-3p;CDK4
hsa-miR-130a-3p;RFC2
hsa-miR-130a-3p;PLEKHS1
hsa-miR-130a-3p;TMCO1
hsa-miR-130a-3p;SLC38A9
hsa-miR-130a-3p;FLYWCH2
hsa-miR-130a-3p;DUSP18
hsa-miR-130a-3p;C4orf36
hsa-miR-130a-3p;KDELR1
hsa-miR-130a-3p;NFE2L1
hsa-miR-130a-3p;PLA2G12A
hsa-miR-130a-3p;RBM23
hsa-miR-130a-3p;SLC31A1
hsa-miR-130a-3p;SMTNL2
hsa-miR-130a-3p;SSTR2
hsa-miR-130a-3p;TERF2
hsa-miR-130a-3p;C16orf45
hsa-miR-130a-3p;ODF4
hsa-miR-130a-3p;CCR6
hsa-miR-130a-3p;MASTL
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;MED18
hsa-miR-130a-3p;ROMO1
hsa-miR-130a-3p;OMD
hsa-miR-130a-3p;CINP
hsa-miR-130a-3p;ARL17B
hsa-miR-130a-3p;S1PR2
hsa-miR-130a-3p;AGO3
hsa-miR-130a-3p;CYB5D1
hsa-miR-130a-3p;NAA50
hsa-miR-130a-3p;RBM27
hsa-miR-130a-3p;SMTNL2
hsa-miR-130a-3p;XIAP
hsa-miR-130a-3p;FIG4
hsa-miR-130a-3p;PIGG
hsa-miR-130a-3p;ODF4
hsa-miR-130a-3p;IL23R
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;FAM217B
hsa-miR-130a-3p;ACP6
hsa-miR-130a-3p;ROMO1
hsa-miR-130a-3p;SLC35E2B
hsa-miR-130a-3p;TMCO1
hsa-miR-130a-3p;SLC35E3
hsa-miR-130a-3p;PTGR2
hsa-miR-130a-3p;USP32
hsa-miR-130a-3p;SMTNL2
hsa-miR-130a-3p;SF3A1
hsa-miR-130a-3p;LILRA2
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;ROMO1
hsa-miR-130a-3p;CINP
hsa-miR-130a-3p;CDK4
hsa-miR-130a-3p;CYB5D1
hsa-miR-130a-3p;PLA2G12A
hsa-miR-130a-3p;MYH11
hsa-miR-130a-3p;CINP
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;CXorf21
hsa-miR-130a-3p;DUSP18
hsa-miR-130a-3p;PDP2
hsa-miR-130a-3p;RAB11FIP1
hsa-miR-130a-3p;RPS15A
hsa-miR-130a-3p;ATF7IP
hsa-miR-130a-3p;ATP6V0D1
hsa-miR-130a-3p;CYB5D1
hsa-miR-130a-3p;DICER1
hsa-miR-130a-3p;CYP20A1
hsa-miR-130a-3p;NKAP
hsa-miR-130a-3p;PSMB5
hsa-miR-130a-3p;SMTNL2
hsa-miR-130a-3p;ZBTB8A
hsa-miR-130a-3p;NIP7
hsa-miR-130a-3p;TERF2
hsa-miR-130a-3p;NARS
hsa-miR-130a-3p;POLR2D
hsa-miR-130a-3p;NOM1
hsa-miR-130a-3p;GPR82
hsa-miR-130a-3p;WDR31
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;RFC2
hsa-miR-130a-3p;ADM2
hsa-miR-130a-3p;CINP
hsa-miR-130a-3p;F2RL1
hsa-miR-130a-3p;CYB5D1
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;SF3A1
hsa-miR-130a-3p;FIG4
hsa-miR-130a-3p;NAA50
hsa-miR-130a-3p;ATP6V0D1
hsa-miR-130a-3p;ODF4
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;NF2
hsa-miR-130a-3p;BLCAP
hsa-miR-130a-3p;BTBD3
hsa-miR-130a-3p;BTF3L4
hsa-miR-130a-3p;C16orf70
hsa-miR-130a-3p;CALM2
hsa-miR-130a-3p;CLIP1
hsa-miR-130a-3p;DLG5
hsa-miR-130a-3p;ENPP5
hsa-miR-130a-3p;GMFB
hsa-miR-130a-3p;HPRT1
hsa-miR-130a-3p;HSPA8
hsa-miR-130a-3p;LZIC
hsa-miR-130a-3p;MAPRE3
